condition,frac_count,frac_mass,uniprot_bio_process
42C,0.002699859934078578,0.0013855285261420952,Detoxification
42C,0.006919697311691894,0.00791150942521047,Diaminopimelate biosynthesis
42C,0.012972817483388547,0.009784500774109191,Electron transport
42C,0.00012691811653515062,0.00018970417533018192,Enterobactin biosynthesis
42C,6.459904135022636e-06,7.315386170007111e-06,Exopolysaccharide synthesis
42C,0.01766555784312161,0.012334585138432193,Fatty acid biosynthesis
42C,0.017865624874126868,0.012732920343469874,Fatty acid metabolism
42C,0.0,1.871485750407598e-09,Fimbrium biogenesis
42C,6.839898495906321e-06,4.710167918042652e-06,Flagellar rotation
42C,0.00011589828006952377,0.00015172402333661598,Folate biosynthesis
42C,0.00013337802067017325,7.8638179921171e-05,Fucose metabolism
42C,0.0021368982884293996,0.003959214602227839,GMP biosynthesis
42C,0.0016229559153342163,0.0012534236496427357,Galactitol metabolism
42C,0.0002122268505535378,0.00028819307879175823,Galactose metabolism
42C,0.0034218492197575787,0.0058877098975533134,Gluconate utilization
42C,0.006015690727149609,0.007297791844937626,Gluconeogenesis
42C,0.0024331038927382317,0.005298742323160336,Glucose metabolism
42C,0.0009963452142370207,0.003939556138463052,Glutamate biosynthesis
42C,0.00030247551126341287,0.0004570199656037377,Glutathione biosynthesis
42C,0.0003473148458476876,0.0005130072704058475,Glycerol metabolism
42C,0.00017973733269798276,0.0003428436080578624,Glycogen biosynthesis
42C,0.00013128805168531298,0.00030706520400595246,Glycogen metabolism
42C,0.042961022458426715,0.06394819628829726,Glycolysis
42C,0.020252559452017732,0.03409379558974316,Glyoxylate bypass
42C,8.891868044678218e-05,0.00010875848493230035,Heme biosynthesis
42C,0.003916791874808578,0.004637431602112945,Histidine biosynthesis
42C,0.020472576186969384,0.022367400071573163,Host-virus interaction
42C,0.011381591097188119,0.014394398971706437,Hydrogen ion transport
42C,0.0008255377490198045,0.002284706658743393,Hydrogen peroxide
42C,0.041132489593854425,0.05596202716306234,Ion transport
42C,0.0018612123796082865,0.0011960209354495615,Iron storage
42C,0.0005741714792952472,0.001276219604224381,Iron transport
42C,0.0022336068532742975,0.0011008739708279988,Isoleucine biosynthesis
42C,0.0005095724379450209,0.0005038228361349395,Isoprene biosynthesis
42C,0.002807208341028219,0.004155406070600399,Leucine biosynthesis
42C,0.001324850339220966,0.0008770973529314149,Lipid A biosynthesis
42C,0.01945799124340995,0.013934539930765788,Lipid biosynthesis
42C,0.0002243866701018157,0.0002909059467912986,Lipid degradation
42C,0.019797896199220403,0.014462070559665639,Lipid metabolism
42C,9.974851973196717e-05,0.00017342696733293938,Lipid transport
42C,0.004207677558065039,0.004619463097844161,Lipopolysaccharide biosynthesis
42C,0.008299836830421436,0.010094385241652274,Lysine biosynthesis
42C,0.0,2.009094996761098e-09,Maltose metabolism
42C,0.0004233137180244245,0.000387830036537198,Menaquinone biosynthesis
42C,0.011091465402653424,0.02423581910163345,Methionine biosynthesis
42C,4.388934868206556e-05,2.7128679995404252e-05,Methotrexate resistance
42C,0.00176564379784604,0.0011174814410164892,Molybdenum cofactor biosynthesis
42C,7.59988721767369e-07,7.077046955322848e-07,Nickel transport
42C,0.0003765744116357313,0.0003222907824840978,Nitrate assimilation
42C,1.880972086374238e-05,3.161080973377539e-05,Nitrogen fixation
42C,0.002361854950072541,0.002430533142950573,Nucleotide biosynthesis
42C,0.0035837268174940284,0.002155353967171103,Nucleotide metabolism
42C,0.009135444430004658,0.01244309985841381,One-carbon metabolism
42C,4.3699351501623716e-05,6.56592689743842e-05,Oxygen transport
42C,7.789884398115532e-06,1.1401908983575699e-05,PHB biosynthesis
42C,0.0009657556681858841,0.0008952818250831169,Pantothenate biosynthesis
42C,0.007234902634044911,0.010481892879383729,Pentose shunt
42C,0.0019725507273472063,0.003877584522072449,Peptide transport
42C,0.002555462076942778,0.0036134116090348247,Peptidoglycan synthesis
42C,0.0002171667772450257,0.0003216124671918939,Phenylalanine biosynthesis
42C,0.00020614694077939884,0.00026377789586673483,Phosphate transport
42C,0.00044858334302318956,0.0006867644999300351,Phospholipid biosynthesis
42C,0.00044858334302318956,0.0006867644999300351,Phospholipid metabolism
42C,0.014809140232358952,0.01125613514473448,Phosphotransferase system
42C,9.879853382975796e-06,1.8321688228780263e-05,Plasmid copy control
42C,0.0006402904980890084,0.0009251273047708146,Polyamine biosynthesis
42C,5.699915413255267e-06,1.1755761331341842e-05,Polysaccharide degradation
42C,0.0008194578392456656,0.0011984957709064523,Porphyrin biosynthesis
42C,1.5769765976672905e-05,3.4389730171565496e-05,Potassium transport
42C,0.0005274321729065541,0.0007077046955322848,Proline biosynthesis
42C,2.1469681389928175e-05,0.00010576253505454701,Proline metabolism
42C,0.07754753919451836,0.12679984346779477,Protein biosynthesis
42C,0.007754544922553349,0.008074650809083183,Protein transport
42C,0.00975445524388418,0.014903081380084032,Purine biosynthesis
42C,6.25090723653661e-05,3.388725983773757e-05,Purine metabolism
42C,0.0011285832518245428,0.0007073115262569891,Purine salvage
42C,0.00028746573400850734,0.0005504369854139993,Putrescine biosynthesis
42C,0.00033705499810382815,0.0004361466087782883,Pyridine nucleotide biosynthesis
42C,0.0044187644255359254,0.00571554107190132,Pyridoxine biosynthesis
42C,0.007961641849234957,0.0103656484514498,Pyrimidine biosynthesis
42C,0.0003340150432167587,0.00038318277570320266,Queuosine biosynthesis
42C,0.0030137352761685017,0.00244551289233934,Quorum sensing
42C,7.789884398115532e-06,1.25027829544037e-05,RNA repair
42C,0.0006074209858725697,0.0010694204288043416,Respiratory chain
42C,8.948867198810769e-05,0.0001730652515996673,Restriction system
42C,0.001166962682273795,0.0007470216230618562,Riboflavin biosynthesis
42C,0.0015634867978559198,0.0011452604229932326,Ribosome biogenesis
42C,0.0006197708026012894,0.0008813557693521427,SOS response
42C,0.004197987701862504,0.0031215871196740848,Septation
42C,0.005519038097474634,0.007814868417342784,Serine biosynthesis
42C,4.008940507322871e-05,7.891300524460271e-05,Sodium transport
42C,0.0006513103345546352,0.0009551654374034071,Spermidine biosynthesis
42C,0.00013622797837680088,0.000125027829544037,Steroid metabolism
42C,0.03544131405089949,0.04795533774701116,Stress response
42C,0.016719561881701674,0.013514570861573457,Sugar transport
42C,0.0010259847743859481,0.001321913737399249,Sulfate transport
42C,0.00016130760619512406,0.0002887045920189179,Symport
42C,6.022910620006399e-05,4.639397448489423e-05,Tellurium resistance
42C,0.00011703826315217483,0.00022603301636750587,Thiamine biosynthesis
42C,0.004696160308981015,0.008219203700056897,Threonine biosynthesis
42C,0.00014857779510552065,6.272229448792522e-05,Toxin-antitoxin system
42C,0.046985922728906705,0.03814255008306033,Transcription
42C,0.0018471525882555902,0.002198406002815984,Transcription antitermination
42C,0.04070993586455177,0.025157151843231144,Transcription regulation
42C,0.008772929809721624,0.008154330769633103,Transcription termination
42C,0.039176088626844775,0.02382056943983713,Translation regulation
42C,0.005192432944295107,0.0037190903990337336,Translocation
42C,0.10237086081642549,0.1147695414282596,Transport
42C,6.459904135022636e-06,8.335188636269132e-06,Transposition
42C,0.041442564992335514,0.06365105074510702,Tricarboxylic acid cycle
42C,4.388934868206556e-05,2.7128679995404252e-05,Trimethoprim resistance
42C,0.0023527350854113324,0.0033922645072514187,Tryptophan biosynthesis
42C,0.00014477785149668378,0.0002621491528268949,Tryptophan catabolism
42C,0.002939826372976625,0.002772043427498667,Two-component regulatory system
42C,0.000234836515026117,0.0003389119153049053,Tyrosine biosynthesis
42C,0.0007677786061654846,0.0005845880618354603,Ubiquinone biosynthesis
42C,0.0,1.2070296751578412e-08,Viral genome integration
42C,0.00033477503193852603,0.00042344330949348376,Virulence
42C,0.0,1.2070296751578412e-08,Virus entry into host cell
42C,5.699915413255267e-06,1.1755761331341842e-05,Xylan degradation
42C,7.4668891913644e-05,0.00012876293765934628,Xylose metabolism
42C,4.445934022339109e-05,5.7324080338115076e-05,Zinc transport
42C,1.1399830826510534e-06,3.55818194142621e-06,cAMP biosynthesis
42C,0.00015218774153391565,0.00014334951777281724,mRNA processing
42C,0.0017069346690895108,0.0023592118432426553,rRNA processing
42C,0.005109594173622463,0.007617128388872388,tRNA processing
acetate,0.01260612947006281,0.015285061981082117,ATP synthesis
acetate,0.06355642878936128,0.08836189158959278,Amino-acid biosynthesis
acetate,0.02155493482309125,0.022221951553228026,Amino-acid transport
acetate,0.0,1.6594329010254238e-07,Ammonia transport
acetate,0.05881492703763322,0.07436123629044647,Antibiotic resistance
acetate,0.00012809182632116066,0.0002397364841295572,Antiport
acetate,6.312533535334406e-06,7.168750132429829e-06,Antiviral defense
acetate,0.0038303927447947902,0.0059817194837209365,Arginine biosynthesis
acetate,6.97008911193174e-05,0.0001137809315890786,Arginine metabolism
acetate,0.004449021031257562,0.00550722379297542,Aromatic amino acid biosynthesis
acetate,4.5765868131174444e-05,6.38192363997439e-05,Aromatic hydrocarbons catabolism
acetate,2.630222306389336e-07,1.0569311092685005e-07,Arsenical resistance
acetate,0.00010441982556365664,0.00010365073197174184,Ascorbate biosynthesis
acetate,0.0003963745015728729,0.0006816439762673663,Asparagine biosynthesis
acetate,0.0013953329335395428,0.0008731170033087614,Autoinducer synthesis
acetate,6.838577996612274e-06,3.1197338539277965e-06,Bacterial flagellum biogenesis
acetate,3.945333459584004e-06,2.134286008088083e-06,Bacterial flagellum protein export
acetate,0.00017096444991530685,0.0001317845020783575,Bacteriocin transport
acetate,9.547706972193289e-05,8.22057529431056e-05,Bile acid catabolism
acetate,0.00018253742806341992,0.00019456314640047375,Biotin biosynthesis
acetate,0.014025134404359856,0.017394992620130535,Branched-chain amino acid biosynthesis
acetate,0.0005276225946617008,0.0003644257617178688,Capsule biogenesis/degradation
acetate,0.007585035087165567,0.01106417440756034,Carbohydrate metabolism
acetate,0.00035481698913192143,0.0011335203200850586,Carbon dioxide fixation
acetate,0.0005712842849477638,0.0011256877967922186,Cell adhesion
acetate,0.021325316415743457,0.022868516139157195,Cell cycle
acetate,0.021325316415743457,0.022868516139157195,Cell division
acetate,0.002911393070942356,0.0037935064251129642,Cell shape
acetate,0.0023600984755231514,0.0029175101780722396,Cell wall biogenesis/degradation
acetate,1.3414133762585613e-05,2.67551643119176e-05,Cellulose biosynthesis
acetate,0.0108867531483761,0.01367494180933304,Chemotaxis
acetate,0.00015912844953655482,0.00013990295842491264,Chromate resistance
acetate,0.00011651884817304758,0.00030620877079198675,Chromosome partition
acetate,5.654977958737072e-05,5.463363704914472e-05,Cobalamin biosynthesis
acetate,6.286231312270513e-05,6.14500768118184e-05,Coenzyme A biosynthesis
acetate,0.02142368673000242,0.024124580217738216,Conjugation
acetate,0.0015786594282948794,0.003838140651387111,Copper transport
acetate,0.01879688371261139,0.021668619524220594,Cysteine biosynthesis
acetate,0.00038927290134562175,0.0005933621459328137,Cytosine metabolism
acetate,0.029648391882081872,0.009997547104202462,DNA condensation
acetate,0.003198087302338794,0.0033129762755531597,DNA damage
acetate,9.284684741554356e-05,0.00018703034221929585,DNA excision
acetate,3.945333459584004e-06,4.347494644948936e-06,DNA integration
acetate,0.0029042914707151047,0.0015645360962942769,DNA recombination
acetate,0.0031978242801081547,0.0033127832707419026,DNA repair
acetate,0.005129985586381761,0.010085401107205393,DNA replication
acetate,1.0783911456196277e-05,8.11845634655515e-06,DNA synthesis
acetate,0.0012743427074456332,0.0003749297166839903,Deoxyribonucleotide synthesis
acetate,0.0032065040137192395,0.001547050999020594,Detoxification
acetate,0.0044306094751128365,0.004991982642075497,Diaminopimelate biosynthesis
acetate,0.01291149827983461,0.011228913684633163,Electron transport
acetate,9.047964733979316e-05,0.0001320244816055827,Enterobactin biosynthesis
acetate,7.890666919168008e-07,8.448964320965535e-07,Exopolysaccharide synthesis
acetate,0.011212637692137739,0.009340524006238925,Fatty acid biosynthesis
acetate,0.0118338962009069,0.010545231444804282,Fatty acid metabolism
acetate,2.630222306389336e-07,3.34950148637747e-07,Fimbrium biogenesis
acetate,5.786489074056539e-06,2.846055073943296e-06,Flagellar rotation
acetate,0.00011099538132962999,0.00011988764466485215,Folate biosynthesis
acetate,0.00011204747025218571,0.00011087054157804939,Fucose metabolism
acetate,0.0014289997790613263,0.002476384483068709,GMP biosynthesis
acetate,0.030383275994487053,0.022768951186285143,Galactitol metabolism
acetate,0.00030194952077349576,0.00038299711355666775,Galactose metabolism
acetate,0.0016709802312491451,0.002655092641640678,Gluconate utilization
acetate,0.007399078370103842,0.009387376179469107,Gluconeogenesis
acetate,0.0028064472009174217,0.005968801436829877,Glucose metabolism
acetate,0.0006985870445770076,0.002455960693517627,Glutamate biosynthesis
acetate,0.0004218876579448495,0.0005815674074670638,Glutathione biosynthesis
acetate,0.0004681795705373018,0.0006520805408921749,Glycerol metabolism
acetate,0.0002025271175919789,0.0003523103697561668,Glycogen biosynthesis
acetate,0.00016544098307188924,0.0003645646434868161,Glycogen metabolism
acetate,0.034154488737388085,0.04622465229622542,Glycolysis
acetate,0.07774042862102705,0.12117609678890329,Glyoxylate bypass
acetate,8.837546949468169e-05,0.00010136837348940841,Heme biosynthesis
acetate,0.0017517280560552977,0.0019193256230629438,Histidine biosynthesis
acetate,0.02323643594356595,0.02565432205511427,Host-virus interaction
acetate,0.012829172321644626,0.015821186456798024,Hydrogen ion transport
acetate,0.001247777462151101,0.0032882301177242245,Hydrogen peroxide
acetate,0.0529745184062957,0.06785328217325963,Ion transport
acetate,0.004830666287914655,0.002898646332037332,Iron storage
acetate,0.0004850129932981936,0.000907993820290299,Iron transport
acetate,0.0025768287935696325,0.001153025039106342,Isoleucine biosynthesis
acetate,0.0005697061515639301,0.0005249271330945253,Isoprene biosynthesis
acetate,0.00570495218255847,0.0072504452906341586,Leucine biosynthesis
acetate,0.0009505623415291061,0.00061329576453467,Lipid A biosynthesis
acetate,0.012672148049953182,0.010662832135634149,Lipid biosynthesis
acetate,0.0005394585950404528,0.0009017817919437051,Lipid degradation
acetate,0.01339282896190386,0.011953901568316255,Lipid metabolism
acetate,0.0005939041967827121,0.000938166773028958,Lipid transport
acetate,0.004192574356384602,0.004215740267960167,Lipopolysaccharide biosynthesis
acetate,0.005281749413460425,0.006249577483683379,Lysine biosynthesis
acetate,0.0,2.328312008823364e-07,Maltose metabolism
acetate,0.0003427179665225305,0.0002997854889781714,Menaquinone biosynthesis
acetate,0.008966690864711885,0.01782047121595345,Methionine biosynthesis
acetate,4.6554934823091246e-05,2.695940220742842e-05,Methotrexate resistance
acetate,0.0010865448347694346,0.0006934172697540877,Molybdenum cofactor biosynthesis
acetate,7.890666919168008e-07,6.688791077979401e-07,Nickel transport
acetate,0.000332723121758251,0.00025831378950301036,Nitrate assimilation
acetate,1.315111153194668e-05,2.1327542238717524e-05,Nitrogen fixation
acetate,0.002590242927332218,0.002476384483068709,Nucleotide biosynthesis
acetate,0.005742038317078559,0.003059994269490881,Nucleotide metabolism
acetate,0.004814095887384402,0.006091956887822902,One-carbon metabolism
acetate,1.1572978148113078e-05,1.6390091114743416e-05,Oxygen transport
acetate,7.653946911592968e-05,0.0001041613267105189,PHB biosynthesis
acetate,0.0010557712337846794,0.0009570996259428111,Pantothenate biosynthesis
acetate,0.0035639512251575503,0.004807249465585958,Pentose shunt
acetate,0.0037420172753001085,0.007316187993580296,Peptide transport
acetate,0.0020542036212900716,0.002778444084424182,Peptidoglycan synthesis
acetate,0.0002827488979368536,0.00039213675938077697,Phenylalanine biosynthesis
acetate,0.0001517638270786647,0.00017344392681517727,Phosphate transport
acetate,0.0004942187713705562,0.0006851675905596668,Phospholipid biosynthesis
acetate,0.0004942187713705562,0.0006851675905596668,Phospholipid metabolism
acetate,0.025783543225073383,0.014184450513100716,Phosphotransferase system
acetate,3.419288998306137e-06,6.076077391446936e-06,Plasmid copy control
acetate,0.0006054771749308251,0.0008567779716678956,Polyamine biosynthesis
acetate,3.156266767667203e-06,6.433493708590873e-06,Polysaccharide degradation
acetate,0.0006407221538364422,0.000858483358095411,Porphyrin biosynthesis
acetate,1.5781333838336017e-05,2.8103134422289016e-05,Potassium transport
acetate,0.00041767930225462656,0.0005146794966872699,Proline biosynthesis
acetate,3.077360098475523e-05,0.00014296652685757497,Proline metabolism
acetate,0.0614643499668592,0.09390702193597501,Protein biosynthesis
acetate,0.009347547054677061,0.011154941358653941,Protein transport
acetate,0.007478511083756799,0.010933824676697946,Purine biosynthesis
acetate,8.942755841723743e-05,5.024252229566205e-05,Purine metabolism
acetate,0.001061820745089375,0.0006173090391814576,Purine salvage
acetate,0.00040426516849204096,0.0006545824551121825,Putrescine biosynthesis
acetate,0.0003098401876926638,0.00036367620864134406,Pyridine nucleotide biosynthesis
acetate,0.002487401235152395,0.0030830220922097268,Pyridoxine biosynthesis
acetate,0.007536375974497364,0.00792527333773359,Pyrimidine biosynthesis
acetate,0.0002459257856474029,0.0002693387247048957,Queuosine biosynthesis
acetate,0.0015597218276888762,0.0011682407623218982,Quorum sensing
acetate,1.3677155993224548e-05,2.0321670603326725e-05,RNA repair
acetate,0.0007761786026154931,0.0011590500570239112,Respiratory chain
acetate,4.445075697797978e-05,7.798824040080714e-05,Restriction system
acetate,0.0016428368525707793,0.000935205323544051,Riboflavin biosynthesis
acetate,0.0010623467895506528,0.0007882357339344641,Ribosome biogenesis
acetate,0.0005394585950404528,0.0006999268420787565,SOS response
acetate,0.004176530000315626,0.002746375747849762,Septation
acetate,0.003342749529190207,0.0044556539284640794,Serine biosynthesis
acetate,0.0001714904943765847,0.00032781918251598667,Sodium transport
acetate,0.0006144199307725489,0.0008797036754389854,Spermidine biosynthesis
acetate,9.547706972193289e-05,8.22057529431056e-05,Steroid metabolism
acetate,0.027706498753274626,0.029295716256997895,Stress response
acetate,0.03614241075655714,0.025933713665181164,Sugar transport
acetate,0.0012117434165535672,0.0014579011576301205,Sulfate transport
acetate,0.00023435280749928983,0.000390559021637956,Symport
acetate,4.5502845900535516e-05,3.308653907275306e-05,Tellurium resistance
acetate,9.758124756704437e-05,0.00018233338121728578,Thiamine biosynthesis
acetate,0.004316720849246178,0.006756189583497971,Threonine biosynthesis
acetate,0.00015150080484802576,5.336736209697763e-05,Toxin-antitoxin system
acetate,0.04529532136056139,0.031997270226914065,Transcription
acetate,0.001640732674725668,0.0018541737343949918,Transcription antitermination
acetate,0.039634293890519624,0.021745283552484226,Transcription regulation
acetate,0.00591957832275984,0.00545672597331037,Transcription termination
acetate,0.029381424317983355,0.016399879215885774,Translation regulation
acetate,0.00519679323296405,0.003533172625810352,Translocation
acetate,0.1391713747645951,0.14635883802630487,Transport
acetate,5.260444612778672e-06,6.484553182468578e-06,Transposition
acetate,0.14599338236067713,0.21638279474247718,Tricarboxylic acid cycle
acetate,4.6554934823091246e-05,2.695940220742842e-05,Trimethoprim resistance
acetate,0.001556828583151848,0.002007658512871374,Tryptophan biosynthesis
acetate,0.0006346726425317467,0.0010787896700355463,Tryptophan catabolism
acetate,0.003290934149754337,0.0028914306071889354,Two-component regulatory system
acetate,0.0002277772517333165,0.0003083992222213403,Tyrosine biosynthesis
acetate,0.0007677618912350472,0.0006140412328532844,Ubiquinone biosynthesis
acetate,0.0,2.3334179562111344e-09,Viral genome integration
acetate,0.00024539974118612505,0.0002813377010661564,Virulence
acetate,0.0,2.3334179562111344e-09,Virus entry into host cell
acetate,3.156266767667203e-06,6.433493708590873e-06,Xylan degradation
acetate,6.759671327420594e-05,0.00010957363094155566,Xylose metabolism
acetate,2.6039200833254428e-05,3.0160831219560544e-05,Zinc transport
acetate,7.890666919168008e-07,2.226193061067953e-06,cAMP biosynthesis
acetate,0.00012598764847604918,0.00010717383566930352,mRNA processing
acetate,0.0013222127534219192,0.0017356585683879725,rRNA processing
acetate,0.004263064314195836,0.005870861181098776,tRNA processing
chemostat_u0.12,0.010442431634932461,0.012901755474232631,ATP synthesis
chemostat_u0.12,0.04647923575674608,0.06187823953848434,Amino-acid biosynthesis
chemostat_u0.12,0.03316485284519527,0.033220348173572056,Amino-acid transport
chemostat_u0.12,9.36540953805602e-06,1.3305922881766283e-05,Ammonia transport
chemostat_u0.12,0.055054398496884066,0.0697745710950093,Antibiotic resistance
chemostat_u0.12,0.00018440168435275816,0.00034316344721044186,Antiport
chemostat_u0.12,6.458903129693806e-06,7.176574146878574e-06,Antiviral defense
chemostat_u0.12,0.004289357568429656,0.006352715755115879,Arginine biosynthesis
chemostat_u0.12,0.00014403353979217188,0.00021917811858020573,Arginine metabolism
chemostat_u0.12,0.004383334608966702,0.005603764781057941,Aromatic amino acid biosynthesis
chemostat_u0.12,7.65380020868716e-05,0.00011361163690204425,Aromatic hydrocarbons catabolism
chemostat_u0.12,6.458903129693807e-07,3.603687447145035e-07,Arsenical resistance
chemostat_u0.12,0.0001524301138607738,0.00014913721896646375,Ascorbate biosynthesis
chemostat_u0.12,0.00025157427690157373,0.00044969091220784196,Asparagine biosynthesis
chemostat_u0.12,0.0009946710819728462,0.0006104708136958512,Autoinducer synthesis
chemostat_u0.12,8.073628912117258e-06,3.5667265502512398e-06,Bacterial flagellum biogenesis
chemostat_u0.12,3.875341877816283e-06,2.16837261776932e-06,Bacterial flagellum protein export
chemostat_u0.12,0.00010592601132697842,8.143717615599548e-05,Bacteriocin transport
chemostat_u0.12,8.784108256383576e-05,7.453780873582039e-05,Bile acid catabolism
chemostat_u0.12,7.944450849523381e-05,8.205319110422542e-05,Biotin biosynthesis
chemostat_u0.12,0.012869041540758424,0.015352663348007611,Branched-chain amino acid biosynthesis
chemostat_u0.12,0.000560955736813907,0.0003744077253846634,Capsule biogenesis/degradation
chemostat_u0.12,0.008337475104965249,0.012029730873667838,Carbohydrate metabolism
chemostat_u0.12,0.0005402872467988869,0.0016940411076322816,Carbon dioxide fixation
chemostat_u0.12,0.0006129499070079422,0.00115459681746734,Cell adhesion
chemostat_u0.12,0.018389788990864204,0.0208879746999734,Cell cycle
chemostat_u0.12,0.018389788990864204,0.0208879746999734,Cell division
chemostat_u0.12,0.0030492481675284456,0.003896100995657513,Cell shape
chemostat_u0.12,0.0020507017436777832,0.002600635296663336,Cell wall biogenesis/degradation
chemostat_u0.12,2.5189722205805842e-05,4.995881230144656e-05,Cellulose biosynthesis
chemostat_u0.12,0.01600451606506828,0.019430689389461582,Chemotaxis
chemostat_u0.12,0.002607782138613874,0.002254614710521509,Chromate resistance
chemostat_u0.12,0.00016567086527664613,0.0005210562439602783,Chromosome partition
chemostat_u0.12,4.424348643840257e-05,4.4476279262200264e-05,Cobalamin biosynthesis
chemostat_u0.12,5.845307332372894e-05,5.435715903180819e-05,Coenzyme A biosynthesis
chemostat_u0.12,0.026097198095527824,0.028339767693317496,Conjugation
chemostat_u0.12,0.0010272885427777998,0.0026094393207019436,Copper transport
chemostat_u0.12,0.01041142889990993,0.01185828775342597,Cysteine biosynthesis
chemostat_u0.12,0.0002851605731759815,0.0004278223815456799,Cytosine metabolism
chemostat_u0.12,0.034284180757571205,0.011152334622754482,DNA condensation
chemostat_u0.12,0.0036854501258032856,0.003895821152386831,DNA damage
chemostat_u0.12,0.00013918936244490152,0.0003247938814542256,DNA excision
chemostat_u0.12,3.229451564846903e-06,4.275143740715648e-06,DNA integration
chemostat_u0.12,0.004265459626849789,0.002205005178695709,DNA recombination
chemostat_u0.12,0.003685127180646801,0.003895535321450853,DNA repair
chemostat_u0.12,0.004687871891531765,0.00883655024388869,DNA replication
chemostat_u0.12,5.167122503755045e-06,3.7576911842025152e-06,DNA synthesis
chemostat_u0.12,0.0019147418327977288,0.0005527502130467077,Deoxyribonucleotide synthesis
chemostat_u0.12,0.0022693356146179186,0.0011114141695964226,Detoxification
chemostat_u0.12,0.0023436130006093975,0.0024936285104347183,Diaminopimelate biosynthesis
chemostat_u0.12,0.012923296327047851,0.010729048310401139,Electron transport
chemostat_u0.12,5.199417019403514e-05,7.253576015407315e-05,Enterobactin biosynthesis
chemostat_u0.12,2.5835612518775226e-06,2.7990856826640065e-06,Exopolysaccharide synthesis
chemostat_u0.12,0.012692067595004814,0.00990302550699679,Fatty acid biosynthesis
chemostat_u0.12,0.014167926960139849,0.012917436134739824,Fatty acid metabolism
chemostat_u0.12,3.229451564846903e-07,1.6139591643623918e-07,Fimbrium biogenesis
chemostat_u0.12,7.750683755632567e-06,3.967136266600688e-06,Flagellar rotation
chemostat_u0.12,7.363149567850939e-05,8.06671574707081e-05,Folate biosynthesis
chemostat_u0.12,0.00018375579403978877,0.00016772238995456045,Fucose metabolism
chemostat_u0.12,0.0010679796324948709,0.0018153960524335763,GMP biosynthesis
chemostat_u0.12,0.023317932078820578,0.015126247053785697,Galactitol metabolism
