condition,frac_count,frac_mass,growth_rate_hr,uniprot_bio_process
acetate,0.0013953329335395428,0.0008731170033087614,0.3,Autoinducer synthesis
acetate,6.838577996612274e-06,3.1197338539277965e-06,0.3,Bacterial flagellum biogenesis
acetate,3.945333459584004e-06,2.134286008088083e-06,0.3,Bacterial flagellum protein export
acetate,0.00017096444991530685,0.0001317845020783575,0.3,Bacteriocin transport
acetate,9.547706972193289e-05,8.22057529431056e-05,0.3,Bile acid catabolism
acetate,0.00018253742806341992,0.00019456314640047375,0.3,Biotin biosynthesis
acetate,0.014025134404359856,0.017394992620130535,0.3,Branched-chain amino acid biosynthesis
acetate,0.0005276225946617008,0.0003644257617178688,0.3,Capsule biogenesis/degradation
acetate,0.007585035087165567,0.01106417440756034,0.3,Carbohydrate metabolism
acetate,0.00035481698913192143,0.0011335203200850586,0.3,Carbon dioxide fixation
acetate,0.0005712842849477638,0.0011256877967922186,0.3,Cell adhesion
acetate,0.021325316415743457,0.022868516139157195,0.3,Cell cycle
acetate,0.021325316415743457,0.022868516139157195,0.3,Cell division
acetate,0.002911393070942356,0.0037935064251129642,0.3,Cell shape
acetate,0.0023600984755231514,0.0029175101780722396,0.3,Cell wall biogenesis/degradation
acetate,1.3414133762585613e-05,2.67551643119176e-05,0.3,Cellulose biosynthesis
acetate,0.0108867531483761,0.01367494180933304,0.3,Chemotaxis
acetate,0.00015912844953655482,0.00013990295842491264,0.3,Chromate resistance
acetate,0.00011651884817304758,0.00030620877079198675,0.3,Chromosome partition
acetate,5.654977958737072e-05,5.463363704914472e-05,0.3,Cobalamin biosynthesis
acetate,6.286231312270513e-05,6.14500768118184e-05,0.3,Coenzyme A biosynthesis
acetate,0.02142368673000242,0.024124580217738216,0.3,Conjugation
acetate,0.0015786594282948794,0.003838140651387111,0.3,Copper transport
acetate,0.01879688371261139,0.021668619524220594,0.3,Cysteine biosynthesis
acetate,0.00038927290134562175,0.0005933621459328137,0.3,Cytosine metabolism
acetate,0.029648391882081872,0.009997547104202462,0.3,DNA condensation
acetate,0.003198087302338794,0.0033129762755531597,0.3,DNA damage
acetate,9.284684741554356e-05,0.00018703034221929585,0.3,DNA excision
acetate,3.945333459584004e-06,4.347494644948936e-06,0.3,DNA integration
acetate,0.0029042914707151047,0.0015645360962942769,0.3,DNA recombination
acetate,0.0031978242801081547,0.0033127832707419026,0.3,DNA repair
acetate,0.005129985586381761,0.010085401107205393,0.3,DNA replication
acetate,1.0783911456196277e-05,8.11845634655515e-06,0.3,DNA synthesis
acetate,0.0012743427074456332,0.0003749297166839903,0.3,Deoxyribonucleotide synthesis
acetate,0.0032065040137192395,0.001547050999020594,0.3,Detoxification
acetate,0.0044306094751128365,0.004991982642075497,0.3,Diaminopimelate biosynthesis
acetate,0.01291149827983461,0.011228913684633163,0.3,Electron transport
acetate,9.047964733979316e-05,0.0001320244816055827,0.3,Enterobactin biosynthesis
acetate,7.890666919168008e-07,8.448964320965535e-07,0.3,Exopolysaccharide synthesis
acetate,0.011212637692137739,0.009340524006238925,0.3,Fatty acid biosynthesis
acetate,0.0118338962009069,0.010545231444804282,0.3,Fatty acid metabolism
acetate,2.630222306389336e-07,3.34950148637747e-07,0.3,Fimbrium biogenesis
acetate,5.786489074056539e-06,2.846055073943296e-06,0.3,Flagellar rotation
acetate,0.00011099538132962999,0.00011988764466485215,0.3,Folate biosynthesis
acetate,0.00011204747025218571,0.00011087054157804939,0.3,Fucose metabolism
acetate,0.0014289997790613263,0.002476384483068709,0.3,GMP biosynthesis
acetate,0.030383275994487053,0.022768951186285143,0.3,Galactitol metabolism
acetate,0.00030194952077349576,0.00038299711355666775,0.3,Galactose metabolism
acetate,0.0016709802312491451,0.002655092641640678,0.3,Gluconate utilization
acetate,0.007399078370103842,0.009387376179469107,0.3,Gluconeogenesis
acetate,0.0028064472009174217,0.005968801436829877,0.3,Glucose metabolism
acetate,0.0006985870445770076,0.002455960693517627,0.3,Glutamate biosynthesis
acetate,0.0004218876579448495,0.0005815674074670638,0.3,Glutathione biosynthesis
acetate,0.0004681795705373018,0.0006520805408921749,0.3,Glycerol metabolism
acetate,0.0002025271175919789,0.0003523103697561668,0.3,Glycogen biosynthesis
acetate,0.00016544098307188924,0.0003645646434868161,0.3,Glycogen metabolism
acetate,0.034154488737388085,0.04622465229622542,0.3,Glycolysis
acetate,0.07774042862102705,0.12117609678890329,0.3,Glyoxylate bypass
acetate,8.837546949468169e-05,0.00010136837348940841,0.3,Heme biosynthesis
acetate,0.0017517280560552977,0.0019193256230629438,0.3,Histidine biosynthesis
acetate,0.02323643594356595,0.02565432205511427,0.3,Host-virus interaction
acetate,0.012829172321644626,0.015821186456798024,0.3,Hydrogen ion transport
acetate,0.001247777462151101,0.0032882301177242245,0.3,Hydrogen peroxide
acetate,0.0529745184062957,0.06785328217325963,0.3,Ion transport
acetate,0.004830666287914655,0.002898646332037332,0.3,Iron storage
acetate,0.0004850129932981936,0.000907993820290299,0.3,Iron transport
acetate,0.0025768287935696325,0.001153025039106342,0.3,Isoleucine biosynthesis
acetate,0.0005697061515639301,0.0005249271330945253,0.3,Isoprene biosynthesis
acetate,0.00570495218255847,0.0072504452906341586,0.3,Leucine biosynthesis
acetate,0.0009505623415291061,0.00061329576453467,0.3,Lipid A biosynthesis
acetate,0.012672148049953182,0.010662832135634149,0.3,Lipid biosynthesis
acetate,0.0005394585950404528,0.0009017817919437051,0.3,Lipid degradation
acetate,0.01339282896190386,0.011953901568316255,0.3,Lipid metabolism
acetate,0.0005939041967827121,0.000938166773028958,0.3,Lipid transport
acetate,0.004192574356384602,0.004215740267960167,0.3,Lipopolysaccharide biosynthesis
acetate,0.005281749413460425,0.006249577483683379,0.3,Lysine biosynthesis
acetate,0.0,2.328312008823364e-07,0.3,Maltose metabolism
acetate,0.0003427179665225305,0.0002997854889781714,0.3,Menaquinone biosynthesis
acetate,0.008966690864711885,0.01782047121595345,0.3,Methionine biosynthesis
acetate,4.6554934823091246e-05,2.695940220742842e-05,0.3,Methotrexate resistance
acetate,0.0010865448347694346,0.0006934172697540877,0.3,Molybdenum cofactor biosynthesis
acetate,7.890666919168008e-07,6.688791077979401e-07,0.3,Nickel transport
acetate,0.000332723121758251,0.00025831378950301036,0.3,Nitrate assimilation
acetate,1.315111153194668e-05,2.1327542238717524e-05,0.3,Nitrogen fixation
acetate,0.002590242927332218,0.002476384483068709,0.3,Nucleotide biosynthesis
acetate,0.005742038317078559,0.003059994269490881,0.3,Nucleotide metabolism
acetate,0.004814095887384402,0.006091956887822902,0.3,One-carbon metabolism
acetate,1.1572978148113078e-05,1.6390091114743416e-05,0.3,Oxygen transport
acetate,7.653946911592968e-05,0.0001041613267105189,0.3,PHB biosynthesis
acetate,0.0010557712337846794,0.0009570996259428111,0.3,Pantothenate biosynthesis
acetate,0.0035639512251575503,0.004807249465585958,0.3,Pentose shunt
acetate,0.0037420172753001085,0.007316187993580296,0.3,Peptide transport
acetate,0.0020542036212900716,0.002778444084424182,0.3,Peptidoglycan synthesis
acetate,0.0002827488979368536,0.00039213675938077697,0.3,Phenylalanine biosynthesis
acetate,0.0001517638270786647,0.00017344392681517727,0.3,Phosphate transport
acetate,0.0004942187713705562,0.0006851675905596668,0.3,Phospholipid biosynthesis
acetate,0.0004942187713705562,0.0006851675905596668,0.3,Phospholipid metabolism
acetate,0.025783543225073383,0.014184450513100716,0.3,Phosphotransferase system
acetate,3.419288998306137e-06,6.076077391446936e-06,0.3,Plasmid copy control
acetate,0.0006054771749308251,0.0008567779716678956,0.3,Polyamine biosynthesis
acetate,3.156266767667203e-06,6.433493708590873e-06,0.3,Polysaccharide degradation
acetate,0.0006407221538364422,0.000858483358095411,0.3,Porphyrin biosynthesis
acetate,1.5781333838336017e-05,2.8103134422289016e-05,0.3,Potassium transport
acetate,0.00041767930225462656,0.0005146794966872699,0.3,Proline biosynthesis
acetate,3.077360098475523e-05,0.00014296652685757497,0.3,Proline metabolism
acetate,0.0614643499668592,0.09390702193597501,0.3,Protein biosynthesis
acetate,0.009347547054677061,0.011154941358653941,0.3,Protein transport
acetate,0.007478511083756799,0.010933824676697946,0.3,Purine biosynthesis
acetate,8.942755841723743e-05,5.024252229566205e-05,0.3,Purine metabolism
acetate,0.001061820745089375,0.0006173090391814576,0.3,Purine salvage
acetate,0.00040426516849204096,0.0006545824551121825,0.3,Putrescine biosynthesis
acetate,0.0003098401876926638,0.00036367620864134406,0.3,Pyridine nucleotide biosynthesis
acetate,0.002487401235152395,0.0030830220922097268,0.3,Pyridoxine biosynthesis
acetate,0.007536375974497364,0.00792527333773359,0.3,Pyrimidine biosynthesis
acetate,0.0002459257856474029,0.0002693387247048957,0.3,Queuosine biosynthesis
acetate,0.0015597218276888762,0.0011682407623218982,0.3,Quorum sensing
acetate,1.3677155993224548e-05,2.0321670603326725e-05,0.3,RNA repair
acetate,0.0007761786026154931,0.0011590500570239112,0.3,Respiratory chain
acetate,4.445075697797978e-05,7.798824040080714e-05,0.3,Restriction system
acetate,0.0016428368525707793,0.000935205323544051,0.3,Riboflavin biosynthesis
acetate,0.0010623467895506528,0.0007882357339344641,0.3,Ribosome biogenesis
acetate,0.0005394585950404528,0.0006999268420787565,0.3,SOS response
acetate,0.004176530000315626,0.002746375747849762,0.3,Septation
acetate,0.003342749529190207,0.0044556539284640794,0.3,Serine biosynthesis
acetate,0.0001714904943765847,0.00032781918251598667,0.3,Sodium transport
acetate,0.0006144199307725489,0.0008797036754389854,0.3,Spermidine biosynthesis
acetate,9.547706972193289e-05,8.22057529431056e-05,0.3,Steroid metabolism
acetate,0.027706498753274626,0.029295716256997895,0.3,Stress response
acetate,0.03614241075655714,0.025933713665181164,0.3,Sugar transport
acetate,0.0012117434165535672,0.0014579011576301205,0.3,Sulfate transport
acetate,0.00023435280749928983,0.000390559021637956,0.3,Symport
acetate,4.5502845900535516e-05,3.308653907275306e-05,0.3,Tellurium resistance
acetate,9.758124756704437e-05,0.00018233338121728578,0.3,Thiamine biosynthesis
acetate,0.004316720849246178,0.006756189583497971,0.3,Threonine biosynthesis
acetate,0.00015150080484802576,5.336736209697763e-05,0.3,Toxin-antitoxin system
acetate,0.04529532136056139,0.031997270226914065,0.3,Transcription
acetate,0.001640732674725668,0.0018541737343949918,0.3,Transcription antitermination
acetate,0.039634293890519624,0.021745283552484226,0.3,Transcription regulation
acetate,0.00591957832275984,0.00545672597331037,0.3,Transcription termination
acetate,0.029381424317983355,0.016399879215885774,0.3,Translation regulation
acetate,0.00519679323296405,0.003533172625810352,0.3,Translocation
acetate,0.1391713747645951,0.14635883802630487,0.3,Transport
acetate,5.260444612778672e-06,6.484553182468578e-06,0.3,Transposition
acetate,0.14599338236067713,0.21638279474247718,0.3,Tricarboxylic acid cycle
acetate,4.6554934823091246e-05,2.695940220742842e-05,0.3,Trimethoprim resistance
acetate,0.001556828583151848,0.002007658512871374,0.3,Tryptophan biosynthesis
acetate,0.0006346726425317467,0.0010787896700355463,0.3,Tryptophan catabolism
acetate,0.003290934149754337,0.0028914306071889354,0.3,Two-component regulatory system
acetate,0.0002277772517333165,0.0003083992222213403,0.3,Tyrosine biosynthesis
acetate,0.0007677618912350472,0.0006140412328532844,0.3,Ubiquinone biosynthesis
acetate,0.0,2.3334179562111344e-09,0.3,Viral genome integration
acetate,0.00024539974118612505,0.0002813377010661564,0.3,Virulence
acetate,0.0,2.3334179562111344e-09,0.3,Virus entry into host cell
acetate,3.156266767667203e-06,6.433493708590873e-06,0.3,Xylan degradation
acetate,6.759671327420594e-05,0.00010957363094155566,0.3,Xylose metabolism
acetate,2.6039200833254428e-05,3.0160831219560544e-05,0.3,Zinc transport
acetate,7.890666919168008e-07,2.226193061067953e-06,0.3,cAMP biosynthesis
acetate,0.00012598764847604918,0.00010717383566930352,0.3,mRNA processing
acetate,0.0013222127534219192,0.0017356585683879725,0.3,rRNA processing
acetate,0.004263064314195836,0.005870861181098776,0.3,tRNA processing
chemostat_u0.12,0.010442431634932461,0.012901755474232631,0.12,ATP synthesis
chemostat_u0.12,0.04647923575674608,0.06187823953848434,0.12,Amino-acid biosynthesis
chemostat_u0.12,0.03316485284519527,0.033220348173572056,0.12,Amino-acid transport
chemostat_u0.12,9.36540953805602e-06,1.3305922881766283e-05,0.12,Ammonia transport
chemostat_u0.12,0.055054398496884066,0.0697745710950093,0.12,Antibiotic resistance
chemostat_u0.12,0.00018440168435275816,0.00034316344721044186,0.12,Antiport
chemostat_u0.12,6.458903129693806e-06,7.176574146878574e-06,0.12,Antiviral defense
chemostat_u0.12,0.004289357568429656,0.006352715755115879,0.12,Arginine biosynthesis
chemostat_u0.12,0.00014403353979217188,0.00021917811858020573,0.12,Arginine metabolism
chemostat_u0.12,0.004383334608966702,0.005603764781057941,0.12,Aromatic amino acid biosynthesis
chemostat_u0.12,7.65380020868716e-05,0.00011361163690204425,0.12,Aromatic hydrocarbons catabolism
chemostat_u0.12,6.458903129693807e-07,3.603687447145035e-07,0.12,Arsenical resistance
chemostat_u0.12,0.0001524301138607738,0.00014913721896646375,0.12,Ascorbate biosynthesis
chemostat_u0.12,0.00025157427690157373,0.00044969091220784196,0.12,Asparagine biosynthesis
chemostat_u0.12,0.0009946710819728462,0.0006104708136958512,0.12,Autoinducer synthesis
chemostat_u0.12,8.073628912117258e-06,3.5667265502512398e-06,0.12,Bacterial flagellum biogenesis
chemostat_u0.12,3.875341877816283e-06,2.16837261776932e-06,0.12,Bacterial flagellum protein export
chemostat_u0.12,0.00010592601132697842,8.143717615599548e-05,0.12,Bacteriocin transport
chemostat_u0.12,8.784108256383576e-05,7.453780873582039e-05,0.12,Bile acid catabolism
chemostat_u0.12,7.944450849523381e-05,8.205319110422542e-05,0.12,Biotin biosynthesis
chemostat_u0.12,0.012869041540758424,0.015352663348007611,0.12,Branched-chain amino acid biosynthesis
chemostat_u0.12,0.000560955736813907,0.0003744077253846634,0.12,Capsule biogenesis/degradation
chemostat_u0.12,0.008337475104965249,0.012029730873667838,0.12,Carbohydrate metabolism
