gene_name,insertion_index_score,Log_likelihood_ratio,essential,non-essential,unclear
yehP,0.126649077,8.08271361,FALSE,TRUE,FALSE
yehQ,0.153923038,10.98932385,FALSE,TRUE,FALSE
yehR,0.199134199,15.37243471,FALSE,TRUE,FALSE
yehS,0.180467091,13.61495405,FALSE,TRUE,FALSE
yehT,0.163888889,11.99497773,FALSE,TRUE,FALSE
yehU,0.128113879,8.245598124,FALSE,TRUE,FALSE
mlrA,0.165300546,12.13537807,FALSE,TRUE,FALSE
yohO,0.092592593,3.992374538,FALSE,TRUE,FALSE
yehW,0.136612022,9.174115626,FALSE,TRUE,FALSE
yehX,0.138079827,9.331803926,FALSE,TRUE,FALSE
yehY,0.15716753,11.3196043,FALSE,TRUE,FALSE
osmF,0.153594771,10.95574547,FALSE,TRUE,FALSE
bglX,0.15535248,11.13519215,FALSE,TRUE,FALSE
dld,0.14044289,9.584107248,FALSE,TRUE,FALSE
pbpG,0.1414791,9.694148557,FALSE,TRUE,FALSE
yohC,0.164965986,12.10214739,FALSE,TRUE,FALSE
yohD,0.119170984,7.23690959,FALSE,TRUE,FALSE
yohF,0.132545932,8.733250346,FALSE,TRUE,FALSE
mdtQ,0.167014614,12.3052078,FALSE,TRUE,FALSE
yohP,0.238095238,18.86362739,FALSE,TRUE,FALSE
dusC,0.257383966,20.52213138,FALSE,TRUE,FALSE
yohJ,0.22556391,17.76326451,FALSE,TRUE,FALSE
yohK,0.143678161,9.92651068,FALSE,TRUE,FALSE
cdd,0.137853107,9.307496301,FALSE,TRUE,FALSE
sanA,0.4,31.89125506,FALSE,TRUE,FALSE
yeiS,0.1875,14.28467475,FALSE,TRUE,FALSE
preT,0.168684423,12.4699822,FALSE,TRUE,FALSE
preA,0.138349515,9.360695117,FALSE,TRUE,FALSE
mglC,0.246290801,19.57322929,FALSE,TRUE,FALSE
mglA,0.338593031,27.14927738,FALSE,TRUE,FALSE
mglB,0.176176176,13.2014571,FALSE,TRUE,FALSE
galS,0.120076849,7.340691213,FALSE,TRUE,FALSE
yeiB,0.131260794,8.592632382,FALSE,TRUE,FALSE
folE,0.004484305,-21.25714257,TRUE,FALSE,FALSE
yeiG,0.161290323,11.73524047,FALSE,TRUE,FALSE
cirA,0.132028112,8.676666708,FALSE,TRUE,FALSE
lysP,0.127891156,8.22088779,FALSE,TRUE,FALSE
yeiE,0.126984127,8.120048153,FALSE,TRUE,FALSE
yeiH,0.144761905,10.04045066,FALSE,TRUE,FALSE
nfo,0.10955711,6.110707499,FALSE,TRUE,FALSE
yeiI,0.124885216,7.885397793,FALSE,TRUE,FALSE
nupX,0.116706635,6.952626749,FALSE,TRUE,FALSE
rihB,0.228237792,17.9996949,FALSE,TRUE,FALSE
yeiL,0.23030303,18.18168512,FALSE,TRUE,FALSE
psuT,0.135891287,9.096407544,FALSE,TRUE,FALSE
psuG,0.212992545,16.63883742,FALSE,TRUE,FALSE
psuK,0.288747346,23.14159472,FALSE,TRUE,FALSE
fruA,0.137115839,9.228326627,FALSE,TRUE,FALSE
fruK,0.092651757,4.000106487,FALSE,TRUE,FALSE
fruB,0.145004421,10.06589674,FALSE,TRUE,FALSE
setB,0.143824027,9.94186817,FALSE,TRUE,FALSE
yeiW,0.125490196,7.953221218,FALSE,TRUE,FALSE
yeiP,0.179755672,13.54666115,FALSE,TRUE,FALSE
yeiQ,0.145875937,10.1571886,FALSE,TRUE,FALSE
yeiR,0.151975684,10.7896848,FALSE,TRUE,FALSE
lpxT,0.176470588,13.22995155,FALSE,TRUE,FALSE
mepS,0.158730159,11.47766255,FALSE,TRUE,FALSE
rtn,0.139370584,9.469853482,FALSE,TRUE,FALSE
yejA,0.133884298,8.879031561,FALSE,TRUE,FALSE
yejB,0.116894977,6.974456082,FALSE,TRUE,FALSE
yejE,0.118908382,7.206753039,FALSE,TRUE,FALSE
yejF,0.131446541,8.612995464,FALSE,TRUE,FALSE
yejG,0.098550725,4.758024725,FALSE,TRUE,FALSE
bcr,0.142737196,9.827276792,FALSE,TRUE,FALSE
rsuA,0.163793103,11.98543338,FALSE,TRUE,FALSE
yejH,0.120954003,7.440824692,FALSE,TRUE,FALSE
rplY,0.007017544,-18.14464769,TRUE,FALSE,FALSE
yejK,0.141865079,9.73504698,FALSE,TRUE,FALSE
yejL,0.092105263,3.928583919,FALSE,TRUE,FALSE
yejM,0.093696763,4.136233447,FALSE,TRUE,FALSE
yejO,0.229938272,18.14958134,FALSE,TRUE,FALSE
insH1,0.381514258,30.48263952,FALSE,TRUE,FALSE
narP,0.158950617,11.49990974,FALSE,TRUE,FALSE
ccmH,0.132003799,8.674007463,FALSE,TRUE,FALSE
dsbE,0.132616487,8.740952255,FALSE,TRUE,FALSE
ccmF,0.136831276,9.197718502,FALSE,TRUE,FALSE
ccmE,0.127083333,8.131093807,FALSE,TRUE,FALSE
ccmD,0.114285714,6.670481848,FALSE,TRUE,FALSE
ccmC,0.153116531,10.90677227,FALSE,TRUE,FALSE
ccmB,0.140271493,9.565871014,FALSE,TRUE,FALSE
ccmA,0.144230769,9.984656075,FALSE,TRUE,FALSE
napC,0.132669983,8.746790725,FALSE,TRUE,FALSE
napB,0.144444444,10.00711288,FALSE,TRUE,FALSE
napH,0.126157407,8.027843052,FALSE,TRUE,FALSE
napG,0.127873563,8.218935054,FALSE,TRUE,FALSE
napA,0.143948532,9.954971287,FALSE,TRUE,FALSE
napD,0.151515152,10.74231416,FALSE,TRUE,FALSE
napF,0.193939394,14.88969277,FALSE,TRUE,FALSE
eco,0.145194274,10.08580422,FALSE,TRUE,FALSE
mqo,0.131147541,8.580210178,FALSE,TRUE,FALSE
yojI,0.133211679,8.805850148,FALSE,TRUE,FALSE
alkB,0.132104455,8.685015296,FALSE,TRUE,FALSE
ada,0.128638498,8.303723876,FALSE,TRUE,FALSE
apbE,0.141098485,9.653770293,FALSE,TRUE,FALSE
ompC,0.214673913,16.79050281,FALSE,TRUE,FALSE
rcsD,0.149644594,10.5492751,FALSE,TRUE,FALSE
rcsB,0.150537634,10.64156299,FALSE,TRUE,FALSE
rcsC,0.132280702,8.704280585,FALSE,TRUE,FALSE
atoS,0.208538588,16.23506471,FALSE,TRUE,FALSE
atoC,0.167388167,12.34212643,FALSE,TRUE,FALSE
atoD,0.14479638,10.04406909,FALSE,TRUE,FALSE
atoA,0.13671275,9.184961192,FALSE,TRUE,FALSE
atoE,0.14739229,10.31546641,FALSE,TRUE,FALSE
atoB,0.162025316,11.80887779,FALSE,TRUE,FALSE
yfaP,0.167310167,12.33442034,FALSE,TRUE,FALSE
yfaQ,0.150909091,10.67988111,FALSE,TRUE,FALSE
yfaS,0.143322476,9.889033801,FALSE,TRUE,FALSE
yfaT,0.158653846,11.46995856,FALSE,TRUE,FALSE
yfaA,0.130846655,8.547183384,FALSE,TRUE,FALSE
gyrA,0.005707763,-19.58882502,TRUE,FALSE,FALSE
ubiG,0.017980636,-11.27103137,TRUE,FALSE,FALSE
yfaL,0.200373035,15.48688328,FALSE,TRUE,FALSE
nrdA,0.000874891,-32.28141399,TRUE,FALSE,FALSE
nrdB,0.000884173,-32.21105382,TRUE,FALSE,FALSE
yfaE,0.149019608,10.4845483,FALSE,TRUE,FALSE
inaA,0.181259601,13.6909103,FALSE,TRUE,FALSE
yfaH,0.115226337,6.780452036,FALSE,TRUE,FALSE
glpQ,0.230269266,18.17871412,FALSE,TRUE,FALSE
glpT,0.128771155,8.318404294,FALSE,TRUE,FALSE
glpA,0.144874156,10.05223094,FALSE,TRUE,FALSE
glpB,0.134126984,8.905394891,FALSE,TRUE,FALSE
glpC,0.16372796,11.97894107,FALSE,TRUE,FALSE
yfaD,0.15,10.58603127,FALSE,TRUE,FALSE
ypaA,0.11827957,7.134410465,FALSE,TRUE,FALSE
rhmA,0.160447761,11.65065698,FALSE,TRUE,FALSE
rhmT,0.146511628,10.22362856,FALSE,TRUE,FALSE
rhmD,0.135986733,9.106708971,FALSE,TRUE,FALSE
rhmR,0.143039591,9.859198445,FALSE,TRUE,FALSE
yfaY,0.137988362,9.32199972,FALSE,TRUE,FALSE
yfaZ,0.224677716,17.68470131,FALSE,TRUE,FALSE
nudI,0.328638498,26.36189465,FALSE,TRUE,FALSE
ais,0.331674959,26.60269911,FALSE,TRUE,FALSE
arnB,0.243859649,19.36351794,FALSE,TRUE,FALSE
arnC,0.20123839,15.56667801,FALSE,TRUE,FALSE
arnA,0.177004539,13.28158269,FALSE,TRUE,FALSE
arnD,0.148148148,10.39410091,FALSE,TRUE,FALSE
arnT,0.143980641,9.958349689,FALSE,TRUE,FALSE
arnE,0.151785714,10.77015173,FALSE,TRUE,FALSE
arnF,0.147286822,10.30448042,FALSE,TRUE,FALSE
pmrD,0.142322097,9.783409419,FALSE,TRUE,FALSE
menE,0.154129794,11.01045744,FALSE,TRUE,FALSE
menC,0.14953271,10.53769632,FALSE,TRUE,FALSE
menB,0.122377622,7.602602806,FALSE,TRUE,FALSE
menH,0.097496706,4.624425807,FALSE,TRUE,FALSE
menD,0.139437463,9.4769908,FALSE,TRUE,FALSE
menF,0.145061728,10.07190699,FALSE,TRUE,FALSE
elaB,0.179738562,13.5450174,FALSE,TRUE,FALSE
elaA,0.231601732,18.29585461,FALSE,TRUE,FALSE
rbn,0.29956427,24.02597363,FALSE,TRUE,FALSE
elaD,0.072607261,1.199496674,FALSE,FALSE,TRUE
yfbK,0.302662037,24.27762658,FALSE,TRUE,FALSE
yfbL,0.283950617,22.74648857,FALSE,TRUE,FALSE
yfbM,0.26984127,21.57311022,FALSE,TRUE,FALSE
yfbN,0.080892608,2.40534755,FALSE,FALSE,TRUE
yfbO,0.333333333,26.73398058,FALSE,TRUE,FALSE
yfbP,0.243816254,19.35976875,FALSE,TRUE,FALSE
nuoN,0.082990398,2.699038438,FALSE,FALSE,TRUE
nuoM,0.079738562,2.241898404,FALSE,FALSE,TRUE
nuoL,0.098805646,4.790222196,FALSE,TRUE,FALSE
nuoK,0.066006601,0.177817178,FALSE,FALSE,TRUE
nuoJ,0.097297297,4.599063873,FALSE,TRUE,FALSE
nuoI,0.051565378,-2.311342049,FALSE,FALSE,TRUE
nuoH,0.085889571,3.09800755,FALSE,FALSE,TRUE
nuoG,0.083608361,2.784737636,FALSE,FALSE,TRUE
nuoF,0.086696562,3.207698121,FALSE,FALSE,TRUE
nuoE,0.075848303,1.680464164,FALSE,FALSE,TRUE
nuoC,0.077610274,1.936801537,FALSE,FALSE,TRUE
nuoB,0.093514329,4.11252862,FALSE,TRUE,FALSE
nuoA,0.076576577,1.786839387,FALSE,FALSE,TRUE
lrhA,0.289669862,23.21737109,FALSE,TRUE,FALSE
alaA,0.234811166,18.57711013,FALSE,TRUE,FALSE
yfbR,0.133333333,8.819098631,FALSE,TRUE,FALSE
yfbS,0.158756137,11.48028474,FALSE,TRUE,FALSE
yfbT,0.19047619,14.56524303,FALSE,TRUE,FALSE
yfbU,0.187878788,14.32047493,FALSE,TRUE,FALSE
yfbV,0.160087719,11.6144574,FALSE,TRUE,FALSE
ackA,0.103906899,5.425564026,FALSE,TRUE,FALSE
pta,0.109090909,6.054867816,FALSE,TRUE,FALSE
yfcC,0.178829717,13.45761848,FALSE,TRUE,FALSE
yfcD,0.162062615,11.81261105,FALSE,TRUE,FALSE
yfcE,0.156756757,11.27794704,FALSE,TRUE,FALSE
yfcF,0.124031008,7.789369093,FALSE,TRUE,FALSE
yfcG,0.203703704,15.7933385,FALSE,TRUE,FALSE
folX,0.297520661,23.85957084,FALSE,TRUE,FALSE
yfcH,0.196868009,15.16241029,FALSE,TRUE,FALSE
yfcI,0.363636364,29.10556841,FALSE,TRUE,FALSE
hisP,0.218346253,17.12035853,FALSE,TRUE,FALSE
hisM,0.209205021,16.29566895,FALSE,TRUE,FALSE
hisQ,0.173216885,12.91400767,FALSE,TRUE,FALSE
hisJ,0.108556833,5.990749804,FALSE,TRUE,FALSE
argT,0.148148148,10.39410091,FALSE,TRUE,FALSE
ubiX,0.01754386,-11.45958812,TRUE,FALSE,FALSE
purF,0.128458498,8.283793017,FALSE,TRUE,FALSE
cvpA,0.171779141,12.77366017,FALSE,TRUE,FALSE
dedD,0.137254902,9.243274131,FALSE,TRUE,FALSE
folC,0.011032309,-14.91401514,TRUE,FALSE,FALSE
accD,0.009836066,-15.74412319,TRUE,FALSE,FALSE
dedA,0.136363636,9.147356079,FALSE,TRUE,FALSE
truA,0.162361624,11.84252627,FALSE,TRUE,FALSE
usg,0.133136095,8.797616047,FALSE,TRUE,FALSE
pdxB,0.168865435,12.48780504,FALSE,TRUE,FALSE
flk,0.151606426,10.75170751,FALSE,TRUE,FALSE
yfcJ,0.162849873,11.89132637,FALSE,TRUE,FALSE
fabB,0,-172.1619602,TRUE,FALSE,FALSE
mnmC,0.137020429,9.218067331,FALSE,TRUE,FALSE
yfcL,0.168458781,12.44775433,FALSE,TRUE,FALSE
epmC,0.153005464,10.89538946,FALSE,TRUE,FALSE
yfcA,0.150617284,10.64978277,FALSE,TRUE,FALSE
mepA,0.158787879,11.48348851,FALSE,TRUE,FALSE
aroC,0.122467772,7.61281697,FALSE,TRUE,FALSE
prmB,0.07073955,0.916414967,FALSE,FALSE,TRUE
smrB,0.14673913,10.24737587,FALSE,TRUE,FALSE
yfcO,0.315085158,25.28001878,FALSE,TRUE,FALSE
yfcP,0.316666667,25.40687167,FALSE,TRUE,FALSE
yfcQ,0.212678937,16.61050344,FALSE,TRUE,FALSE
yfcR,0.173489279,12.94054623,FALSE,TRUE,FALSE
yfcS,0.164674635,12.07318634,FALSE,TRUE,FALSE
yfcU,0.224489796,17.66802856,FALSE,TRUE,FALSE
yfcV,0.386524823,30.86591869,FALSE,TRUE,FALSE
sixA,0.220164609,17.28298967,FALSE,TRUE,FALSE
fadJ,0.14032634,9.571707678,FALSE,TRUE,FALSE
fadI,0.14187643,9.736248993,FALSE,TRUE,FALSE
yfcZ,0.143859649,9.945617596,FALSE,TRUE,FALSE
fadL,0.237882177,18.84507754,FALSE,TRUE,FALSE
yfdF,0.082152975,2.582318163,FALSE,FALSE,TRUE
mlaA,0.247354497,19.66478033,FALSE,TRUE,FALSE
yfdC,0.241157556,19.12966314,FALSE,TRUE,FALSE
intS,0.177892919,13.36735263,FALSE,TRUE,FALSE
gtrA,0.316804408,25.41791204,FALSE,TRUE,FALSE
gtrB,0.321389794,25.7847381,FALSE,TRUE,FALSE
gtrS,0.068318318,0.542535408,FALSE,FALSE,TRUE
tfaS,0.628865979,48.4487398,FALSE,TRUE,FALSE
yfdK,0.419501134,33.36193899,FALSE,TRUE,FALSE
yfdL,0.297063903,23.82233637,FALSE,TRUE,FALSE
yfdM,0.177777778,13.35624551,FALSE,TRUE,FALSE
yfdN,0.175757576,13.16091137,FALSE,TRUE,FALSE
oweS,0.156779661,11.28027097,FALSE,TRUE,FALSE
yfdP,0.292011019,23.40937581,FALSE,TRUE,FALSE
yfdQ,0.408484848,32.53298811,FALSE,TRUE,FALSE
yfdR,0.359404097,28.77728755,FALSE,TRUE,FALSE
yfdS,0.214876033,16.80870731,FALSE,TRUE,FALSE
yfdT,0.261437908,20.86577902,FALSE,TRUE,FALSE
ypdJ,0.470588235,37.14996242,FALSE,TRUE,FALSE
torI,0.248756219,19.78523822,FALSE,TRUE,FALSE
dsdC,0.175213675,13.10817287,FALSE,TRUE,FALSE
dsdX,0.230941704,18.23785739,FALSE,TRUE,FALSE
dsdA,0.182844244,13.84240856,FALSE,TRUE,FALSE
emrY,0.285899935,22.90727785,FALSE,TRUE,FALSE
emrK,0.361683849,28.95423186,FALSE,TRUE,FALSE
evgA,0.263414634,21.03276366,FALSE,TRUE,FALSE
evgS,0.251252087,19.99920381,FALSE,TRUE,FALSE
yfdE,0.355148342,28.44625978,FALSE,TRUE,FALSE
yfdV,0.346031746,27.73391172,FALSE,TRUE,FALSE
oxc,0.346902655,27.802157,FALSE,TRUE,FALSE
frc,0.378896882,30.28197362,FALSE,TRUE,FALSE
yfdX,0.347484277,27.84771023,FALSE,TRUE,FALSE
ypdI,0.217391304,17.03476602,FALSE,TRUE,FALSE
yfdY,0.234567901,18.55583556,FALSE,TRUE,FALSE
lpxP,0.146579805,10.23074674,FALSE,TRUE,FALSE
ypdK,0.069444444,0.717427276,FALSE,FALSE,TRUE
alaC,0.175141243,13.10114481,FALSE,TRUE,FALSE
ypdA,0.153710247,10.96756093,FALSE,TRUE,FALSE
ypdB,0.136054422,9.114012628,FALSE,TRUE,FALSE
ypdC,0.138694639,9.397630978,FALSE,TRUE,FALSE
fryA,0.137820513,9.304000288,FALSE,TRUE,FALSE
ypdE,0.124277457,7.81710651,FALSE,TRUE,FALSE
ypdF,0.167587477,12.36181096,FALSE,TRUE,FALSE
fryC,0.15625,11.22649325,FALSE,TRUE,FALSE
fryB,0.201834862,15.62160766,FALSE,TRUE,FALSE
glk,0.170807453,12.67854546,FALSE,TRUE,FALSE
yfeO,0.172633254,12.85709105,FALSE,TRUE,FALSE
ypeC,0.155963303,11.19735256,FALSE,TRUE,FALSE
mntH,0.159806295,11.586139,FALSE,TRUE,FALSE
nupC,0.152950956,10.88980188,FALSE,TRUE,FALSE
insL1,0.264150943,21.09486811,FALSE,TRUE,FALSE
yfeA,0.153424658,10.93833276,FALSE,TRUE,FALSE
yfeC,0.257971014,20.57199512,FALSE,TRUE,FALSE
yfeD,0.262086514,20.92061165,FALSE,TRUE,FALSE
gltX,0.007768362,-17.4277685,TRUE,FALSE,FALSE
xapR,0.235028249,18.59608897,FALSE,TRUE,FALSE
xapB,0.238663484,18.91307504,FALSE,TRUE,FALSE
xapA,0.241007194,19.11662572,FALSE,TRUE,FALSE
yfeN,0.328104575,26.31949417,FALSE,TRUE,FALSE
yfeR,0.193096009,14.81087759,FALSE,TRUE,FALSE
yfeH,0.146146146,10.18544508,FALSE,TRUE,FALSE
ypeB,0.136986301,9.214396819,FALSE,TRUE,FALSE
ligA,0.002480159,-25.29367742,TRUE,FALSE,FALSE
zipA,0.011144883,-14.84018637,TRUE,FALSE,FALSE
cysZ,0.144356955,9.997919717,FALSE,TRUE,FALSE
cysK,0.148148148,10.39410091,FALSE,TRUE,FALSE
ptsH,0.093023256,4.048594967,FALSE,TRUE,FALSE
ptsI,0.03587963,-5.640113382,TRUE,FALSE,FALSE
crr,0.050980392,-2.421485382,FALSE,FALSE,TRUE
pdxK,0.170187793,12.61777775,FALSE,TRUE,FALSE
yfeK,0.205333333,15.94263288,FALSE,TRUE,FALSE
yfeS,0.142857143,9.839942275,FALSE,TRUE,FALSE
cysM,0.120614035,7.40205645,FALSE,TRUE,FALSE
cysA,0.150273224,10.61426291,FALSE,TRUE,FALSE
cysW,0.125570776,7.96224329,FALSE,TRUE,FALSE
cysU,0.148681055,10.44943746,FALSE,TRUE,FALSE
cysP,0.155358899,11.13584591,FALSE,TRUE,FALSE
ucpA,0.166666667,12.27079006,FALSE,TRUE,FALSE
murR,0.15034965,10.62215592,FALSE,TRUE,FALSE
murQ,0.120401338,7.377774846,FALSE,TRUE,FALSE
murP,0.168421053,12.44403661,FALSE,TRUE,FALSE
yfeW,0.152490421,10.84255913,FALSE,TRUE,FALSE
yfeX,0.142222222,9.772846313,FALSE,TRUE,FALSE
yfeY,0.170138889,12.61297819,FALSE,TRUE,FALSE
yfeZ,0.137777778,9.299415998,FALSE,TRUE,FALSE
ypeA,0.138497653,9.376554172,FALSE,TRUE,FALSE
amiA,0.114942529,6.747318221,FALSE,TRUE,FALSE
hemF,0.132222222,8.697889529,FALSE,TRUE,FALSE
eutR,0.12345679,7.724640338,FALSE,TRUE,FALSE
eutK,0.141716567,9.719316425,FALSE,TRUE,FALSE
eutL,0.171212121,12.71818269,FALSE,TRUE,FALSE
eutC,0.13963964,9.498557854,FALSE,TRUE,FALSE
eutB,0.138032305,9.326710368,FALSE,TRUE,FALSE
intZ,0.147229115,10.29846798,FALSE,TRUE,FALSE
yffL,0.112149533,6.419060302,FALSE,TRUE,FALSE
yffM,0.109756098,6.134504948,FALSE,TRUE,FALSE
yffN,0.108401084,5.972021415,FALSE,TRUE,FALSE
yffO,0.100719424,5.030548875,FALSE,TRUE,FALSE
yffP,0.11952862,7.277927973,FALSE,TRUE,FALSE
yffQ,0.121693122,7.524930191,FALSE,TRUE,FALSE
yffR,0.094147583,4.19470405,FALSE,TRUE,FALSE
yffS,0.02962963,-7.276601225,TRUE,FALSE,FALSE
eutA,0.11965812,7.292766108,FALSE,TRUE,FALSE
eutH,0.123879381,7.772290762,FALSE,TRUE,FALSE
eutG,0.131313131,8.598371324,FALSE,TRUE,FALSE
eutJ,0.149342891,10.51804363,FALSE,TRUE,FALSE
eutE,0.10968661,6.126197187,FALSE,TRUE,FALSE
eutN,0.118055556,7.108593392,FALSE,TRUE,FALSE
eutM,0.149659864,10.5508551,FALSE,TRUE,FALSE
eutD,0.134709931,8.968632926,FALSE,TRUE,FALSE
eutT,0.134328358,8.927253995,FALSE,TRUE,FALSE
eutQ,0.113960114,6.632311247,FALSE,TRUE,FALSE
eutP,0.285416667,22.86744438,FALSE,TRUE,FALSE
eutS,0.318452381,25.54990561,FALSE,TRUE,FALSE
maeB,0.135964912,9.104354132,FALSE,TRUE,FALSE
talA,0.139852787,9.521280108,FALSE,TRUE,FALSE
tktB,0.145708583,10.13967657,FALSE,TRUE,FALSE
ypfG,0.155172414,11.11684824,FALSE,TRUE,FALSE
nudK,0.138888889,9.418401974,FALSE,TRUE,FALSE
aegA,0.168686869,12.47022309,FALSE,TRUE,FALSE
narQ,0.166960611,12.29986789,FALSE,TRUE,FALSE
acrD,0.179833012,13.55409043,FALSE,TRUE,FALSE
ypfM,0.416666667,33.14909735,FALSE,TRUE,FALSE
yffB,0.224089636,17.63250987,FALSE,TRUE,FALSE
dapE,0.007978723,-17.23855666,TRUE,FALSE,FALSE
ypfN,0.074626866,1.50067997,FALSE,FALSE,TRUE
ypfH,0.17453505,13.04228164,FALSE,TRUE,FALSE
tmcA,0.140376984,9.577096173,FALSE,TRUE,FALSE
ypfJ,0.166666667,12.27079006,FALSE,TRUE,FALSE
purC,0.168067227,12.40915437,FALSE,TRUE,FALSE
bamC,0.158454106,11.44978707,FALSE,TRUE,FALSE
dapA,0.004550626,-21.15609645,TRUE,FALSE,FALSE
gcvR,0.151832461,10.77495931,FALSE,TRUE,FALSE
bcp,0.157112527,11.31402897,FALSE,TRUE,FALSE
hyfA,0.19579288,15.06246487,FALSE,TRUE,FALSE
hyfB,0.164437841,12.04963316,FALSE,TRUE,FALSE
hyfC,0.1592827,11.5333974,FALSE,TRUE,FALSE
hyfD,0.147222222,10.29774973,FALSE,TRUE,FALSE
hyfE,0.144393241,10.00173287,FALSE,TRUE,FALSE
hyfF,0.161922834,11.79861854,FALSE,TRUE,FALSE
hyfG,0.162470024,11.85336592,FALSE,TRUE,FALSE
hyfH,0.173992674,12.98954767,FALSE,TRUE,FALSE
hyfI,0.156785244,11.28083742,FALSE,TRUE,FALSE
hyfJ,0.166666667,12.27079006,FALSE,TRUE,FALSE
hyfR,0.138102335,9.334216132,FALSE,TRUE,FALSE
focB,0.1401649,9.554524793,FALSE,TRUE,FALSE
yfgO,0.146892655,10.26339226,FALSE,TRUE,FALSE
bepA,0.178961749,13.47032588,FALSE,TRUE,FALSE
yfgD,0.169444444,12.54476457,FALSE,TRUE,FALSE
hda,0.012820513,-13.81435035,TRUE,FALSE,FALSE
uraA,0.2,15.45244758,FALSE,TRUE,FALSE
upp,0.130781499,8.540026924,FALSE,TRUE,FALSE
purM,0.175337187,13.12015459,FALSE,TRUE,FALSE
purN,0.151799687,10.77158882,FALSE,TRUE,FALSE
ppk,0.160135462,11.61925953,FALSE,TRUE,FALSE
ppx,0.162775616,11.88390829,FALSE,TRUE,FALSE
yfgF,0.225490196,17.75673349,FALSE,TRUE,FALSE
yfgG,0.317708333,25.4903335,FALSE,TRUE,FALSE
yfgH,0.302504817,24.26487133,FALSE,TRUE,FALSE
yfgI,0.131481481,8.616824391,FALSE,TRUE,FALSE
guaA,0.031685678,-6.71094865,TRUE,FALSE,FALSE
guaB,0.083162918,2.723000208,FALSE,FALSE,TRUE
xseA,0.134938001,8.993340166,FALSE,TRUE,FALSE
yfgJ,0.185185185,14.06530527,FALSE,TRUE,FALSE
der,0.000678887,-33.9708671,TRUE,FALSE,FALSE
bamB,0.108566582,5.991921642,FALSE,TRUE,FALSE
yfgM,0.117552335,7.0505114,FALSE,TRUE,FALSE
hisS,0.007843137,-17.35996883,TRUE,FALSE,FALSE
ispG,0.004468275,-21.28178126,TRUE,FALSE,FALSE
rodZ,0.093688363,4.135142532,FALSE,TRUE,FALSE
rlmN,0.175757576,13.16091137,FALSE,TRUE,FALSE
ndk,0.097222222,4.589508227,FALSE,TRUE,FALSE
pbpC,0.143968872,9.957111432,FALSE,TRUE,FALSE
yfhM,0.160822249,11.68827365,FALSE,TRUE,FALSE
sseA,0.23286052,18.40631671,FALSE,TRUE,FALSE
sseB,0.334620335,26.8357503,FALSE,TRUE,FALSE
pepB,0.181464174,13.71049654,FALSE,TRUE,FALSE
iscX,0.129353234,8.382736977,FALSE,TRUE,FALSE
fdx,0.041666667,-4.307985423,TRUE,FALSE,FALSE
hscA,0.03619665,-5.563133723,TRUE,FALSE,FALSE
hscB,0.060077519,-0.796179623,FALSE,FALSE,TRUE
iscA,0.077160494,1.871696404,FALSE,FALSE,TRUE
iscU,0.010335917,-15.38660276,TRUE,FALSE,FALSE
iscS,0.012345679,-14.09214201,TRUE,FALSE,FALSE
iscR,0.077709611,1.95115041,FALSE,FALSE,TRUE
trmJ,0.140350877,9.574318509,FALSE,TRUE,FALSE
suhB,0.016169154,-12.08083279,TRUE,FALSE,FALSE
yfhR,0.169590643,12.55913454,FALSE,TRUE,FALSE
csiE,0.192818111,14.78488015,FALSE,TRUE,FALSE
hcaT,0.156140351,11.21535086,FALSE,TRUE,FALSE
hcaR,0.14365881,9.924472799,FALSE,TRUE,FALSE
iroK,0.075757576,1.667169658,FALSE,FALSE,TRUE
hcaE,0.157856094,11.38933163,FALSE,TRUE,FALSE
hcaF,0.156069364,11.2081355,FALSE,TRUE,FALSE
hcaC,0.161993769,11.80571997,FALSE,TRUE,FALSE
hcaB,0.142681427,9.821386424,FALSE,TRUE,FALSE
hcaD,0.167913549,12.39399477,FALSE,TRUE,FALSE
yphA,0.172576832,12.85158469,FALSE,TRUE,FALSE
yphB,0.171821306,12.77778272,FALSE,TRUE,FALSE
yphC,0.141242938,9.669100517,FALSE,TRUE,FALSE
yphD,0.157157157,11.31855291,FALSE,TRUE,FALSE
yphE,0.165343915,12.13968378,FALSE,TRUE,FALSE
yphF,0.359756098,28.80462561,FALSE,TRUE,FALSE
yphG,0.183120049,13.86872562,FALSE,TRUE,FALSE
yphH,0.172529313,12.84694664,FALSE,TRUE,FALSE
glyA,0.002392344,-25.53734318,TRUE,FALSE,FALSE
hmp,0.17884131,13.45873439,FALSE,TRUE,FALSE
glnB,0.185840708,14.12753141,FALSE,TRUE,FALSE
glrR,0.167041199,12.30783631,FALSE,TRUE,FALSE
yfhG,0.165266106,12.13195852,FALSE,TRUE,FALSE
glrK,0.182773109,13.83561848,FALSE,TRUE,FALSE
purL,0.16718107,12.3216629,FALSE,TRUE,FALSE
mltF,0.16955684,12.55581247,FALSE,TRUE,FALSE
tadA,0.029761905,-7.239296387,TRUE,FALSE,FALSE
pgpC,0.166666667,12.27079006,FALSE,TRUE,FALSE
yfhH,0.207302709,16.12249691,FALSE,TRUE,FALSE
yfhL,0.490421456,38.59852227,FALSE,TRUE,FALSE
shoB,0.49382716,38.84615136,FALSE,TRUE,FALSE
acpS,0.002624672,-24.91048841,TRUE,FALSE,FALSE
pdxJ,0.087431694,3.307122078,FALSE,FALSE,TRUE
