,gene_name,condition,reported_tot_per_cell,reported_fg_per_cell,cog_class,cog_category,cog_letter,b_number,gene_product,growth_rate_hr,go_terms,tot_per_cell,fg_per_cell,dataset,dataset_name,strain
0,abgA,MOPS complete,9.0,0.00069602472,poorly characterized,general function prediction only,R,b1338,p-aminobenzoyl-glutamate hydrolase subunit A,1.934364224818452,GO:0016805; GO:0006508; GO:0016810; GO:0005515; GO:0005829; GO:0071713; GO:0046982; GO:0046657; GO:0005737; GO:0016787,9.904422799092401,0.0007659692339444338,li_2014,Li et al. 2014,MG1655
0,abgA,MOPS minimal,12.0,0.0009280329599999999,poorly characterized,general function prediction only,R,b1338,p-aminobenzoyl-glutamate hydrolase subunit A,0.738700370046123,GO:0016805; GO:0006508; GO:0016810; GO:0005515; GO:0005829; GO:0071713; GO:0046982; GO:0046657; GO:0005737; GO:0016787,13.697079032988654,0.001059278399861533,li_2014,Li et al. 2014,MG1655
0,abgB,MOPS minimal,9.0,0.0007797783599999999,poorly characterized,general function prediction only,R,b1337,p-aminobenzoyl-glutamate hydrolase subunit B,0.738700370046123,GO:0016805; GO:0006508; GO:0005515; GO:0005829; GO:0071713; GO:0046982; GO:0046657; GO:0016787; GO:0005737,10.27280927474149,0.0008900571520945232,li_2014,Li et al. 2014,MG1655
0,abgR,MOPS complete,27.0,0.0015264795600000002,information storage and processing,transcription,K,b1339,putative LysR-type DNA-binding transcriptional regulator AbgR,1.934364224818452,GO:0005829; GO:0006355; GO:0003700; GO:0003677; GO:0006351,29.713268397277204,0.0016798776618236154,li_2014,Li et al. 2014,MG1655
0,abgR,MOPS minimal,26.0,0.0014699432800000002,information storage and processing,transcription,K,b1339,putative LysR-type DNA-binding transcriptional regulator AbgR,0.738700370046123,GO:0005829; GO:0006355; GO:0003700; GO:0003677; GO:0006351,29.67700457147542,0.0016778274400142143,li_2014,Li et al. 2014,MG1655
0,abgT,MOPS minimal,3.0,0.00027333227999999996,metabolism,coenzyme transport and metabolism,H,b1336,p-aminobenzoyl glutamate:H+ symporter,0.738700370046123,GO:1902604; GO:0006865; GO:0015291; GO:0015814; GO:0015558; GO:0005886; GO:0016021; GO:0016020,3.4242697582471635,0.0003119878201189153,li_2014,Li et al. 2014,MG1655
0,abrB,MOPS complete,13.0,0.0007959567200000001,poorly characterized,general function prediction only,R,b0715,putative regulator,1.934364224818452,GO:0010468; GO:0005886; GO:0016021; GO:0016020,14.306388487577912,0.0008759435427398675,li_2014,Li et al. 2014,MG1655
0,abrB,MOPS minimal,8.0,0.00048981952,poorly characterized,general function prediction only,R,b0715,putative regulator,0.738700370046123,GO:0010468; GO:0005886; GO:0016021; GO:0016020,9.131386021992435,0.0005590913897783806,li_2014,Li et al. 2014,MG1655
0,accA,MOPS complete,10155.0,0.5940849666,metabolism,lipid transport and metabolism,I,b0185,acetyl-CoA carboxyltransferase subunit &alpha;,1.934364224818452,GO:0016743; GO:0016740; GO:0042802; GO:0009317; GO:0006631; GO:0006629; GO:2001295; GO:0042759; GO:0005737; GO:0005829; GO:0005524; GO:0000166; GO:0009329; GO:0016874; GO:0006633; GO:0005515; GO:0003989,11175.490391642592,0.6537854097545653,li_2014,Li et al. 2014,MG1655
0,accA,MOPS complete without methionine,4753.0,0.27805867516,metabolism,lipid transport and metabolism,I,b0185,acetyl-CoA carboxyltransferase subunit &alpha;,1.5693898427772346,GO:0016743; GO:0016740; GO:0042802; GO:0009317; GO:0006631; GO:0006629; GO:2001295; GO:0042759; GO:0005737; GO:0005829; GO:0005524; GO:0000166; GO:0009329; GO:0016874; GO:0006633; GO:0005515; GO:0003989,5812.5251045079685,0.3400427161568959,li_2014,Li et al. 2014,MG1655
0,accA,MOPS minimal,1800.0,0.105303096,metabolism,lipid transport and metabolism,I,b0185,acetyl-CoA carboxyltransferase subunit &alpha;,0.738700370046123,GO:0016743; GO:0016740; GO:0042802; GO:0009317; GO:0006631; GO:0006629; GO:2001295; GO:0042759; GO:0005737; GO:0005829; GO:0005524; GO:0000166; GO:0009329; GO:0016874; GO:0006633; GO:0005515; GO:0003989,2054.561854948298,0.12019540236086594,li_2014,Li et al. 2014,MG1655
0,accB,MOPS complete,34495.0,0.9555259879,metabolism,coenzyme transport and metabolism,H,b3255,biotin carboxyl carrier protein,1.934364224818452,GO:0009305; GO:0005829; GO:0005515; GO:0006631; GO:0006629; GO:0009317; GO:0005737; GO:0006633; GO:0003989,37961.45160607693,1.0515481532980056,li_2014,Li et al. 2014,MG1655
0,accB,MOPS complete without methionine,13718.0,0.37999436156,metabolism,coenzyme transport and metabolism,H,b3255,biotin carboxyl carrier protein,1.5693898427772346,GO:0009305; GO:0005829; GO:0005515; GO:0006631; GO:0006629; GO:0009317; GO:0005737; GO:0006633; GO:0003989,16775.97714783091,0.46470161290531825,li_2014,Li et al. 2014,MG1655
0,accB,MOPS minimal,5637.0,0.15614726754,metabolism,coenzyme transport and metabolism,H,b3255,biotin carboxyl carrier protein,0.738700370046123,GO:0009305; GO:0005829; GO:0005515; GO:0006631; GO:0006629; GO:0009317; GO:0005737; GO:0006633; GO:0003989,6434.20287574642,0.17823012202338365,li_2014,Li et al. 2014,MG1655
0,accC,MOPS complete,13890.0,1.1372140254,metabolism,lipid transport and metabolism,I,b3256,biotin carboxylase,1.934364224818452,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,15285.82585326594,1.251494280068823,li_2014,Li et al. 2014,MG1655
0,accC,MOPS complete without methionine,4452.0,0.36449797272,metabolism,lipid transport and metabolism,I,b3256,biotin carboxylase,1.5693898427772346,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,5444.42704928876,0.44575081358663177,li_2014,Li et al. 2014,MG1655
0,accC,MOPS minimal,1951.0,0.15973394986,metabolism,lipid transport and metabolism,I,b3256,biotin carboxylase,0.738700370046123,GO:0005515; GO:0016874; GO:0006631; GO:0006629; GO:0046872; GO:2001295; GO:0005829; GO:0042803; GO:0045717; GO:0006633; GO:0005524; GO:0000166; GO:0004075; GO:0003989; GO:0005737,2226.916766113405,0.1823240446236556,li_2014,Li et al. 2014,MG1655
0,accD,MOPS complete,8774.0,0.48532959847999996,metabolism,lipid transport and metabolism,I,b2316,acetyl-CoA carboxyltransferase subunit &beta;,1.934364224818452,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,9655.71173769297,0.5341010600288525,li_2014,Li et al. 2014,MG1655
0,accD,MOPS complete without methionine,4611.0,0.25505525172,metabolism,lipid transport and metabolism,I,b2316,acetyl-CoA carboxyltransferase subunit &beta;,1.5693898427772346,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,5638.870872477644,0.3119114356530821,li_2014,Li et al. 2014,MG1655
0,accD,MOPS minimal,2475.0,0.136903437,metabolism,lipid transport and metabolism,I,b2316,acetyl-CoA carboxyltransferase subunit &beta;,0.738700370046123,GO:0016743; GO:0016740; GO:0009317; GO:0006631; GO:0006629; GO:0006417; GO:0005737; GO:0003723; GO:0046872; GO:2001295; GO:0042759; GO:0005524; GO:0000166; GO:0017148; GO:0003677; GO:0009329; GO:0003729; GO:0008270; GO:0006633; GO:0005515; GO:0003989,2825.0225505539097,0.15626476637306524,li_2014,Li et al. 2014,MG1655
0,aceA,MOPS complete,1483.0,0.11698870915999998,metabolism,energy production and conversion,C,b4015,isocitrate lyase,1.934364224818452,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,1632.0287790060036,0.12874507091563264,li_2014,Li et al. 2014,MG1655
0,aceA,MOPS complete without methionine,2523.0,0.19903068995999995,metabolism,energy production and conversion,C,b4015,isocitrate lyase,1.5693898427772346,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,3085.419911355692,0.24339803954555897,li_2014,Li et al. 2014,MG1655
0,aceA,MOPS minimal,14155.0,1.1166386905999999,metabolism,energy production and conversion,C,b4015,isocitrate lyase,0.738700370046123,GO:0003824; GO:0046872; GO:0016829; GO:0019752; GO:0043169; GO:0006099; GO:0004451; GO:0006097,16156.846142662866,1.2745573663700969,li_2014,Li et al. 2014,MG1655
0,aceB,MOPS complete,591.0,0.059132410440000005,metabolism,energy production and conversion,C,b4014,MALATE-SYNTHASE,1.934364224818452,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,650.3904304737343,0.06507471045858063,li_2014,Li et al. 2014,MG1655
0,aceB,MOPS complete without methionine,1253.0,0.12536871452,metabolism,energy production and conversion,C,b4014,MALATE-SYNTHASE,1.5693898427772346,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,1532.3151600985661,0.15331554817323642,li_2014,Li et al. 2014,MG1655
0,aceB,MOPS minimal,8427.0,0.8431621366800001,metabolism,energy production and conversion,C,b4014,MALATE-SYNTHASE,0.738700370046123,GO:0016740; GO:0003824; GO:0005829; GO:0006099; GO:0004474; GO:0006097; GO:0005737,9618.773750916282,0.9624048686441286,li_2014,Li et al. 2014,MG1655
0,aceE,MOPS complete,66813.0,11.05413601944,metabolism,energy production and conversion,C,b0114,pyruvate dehydrogenase E1 component,1.934364224818452,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,73527.13338619562,12.164981868356673,li_2014,Li et al. 2014,MG1655
0,aceE,MOPS complete without methionine,32526.0,5.38139027088,metabolism,energy production and conversion,C,b0114,pyruvate dehydrogenase E1 component,1.5693898427772346,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,39776.60247196006,6.580994329191024,li_2014,Li et al. 2014,MG1655
0,aceE,MOPS minimal,5837.0,0.9657251125599999,metabolism,energy production and conversion,C,b0114,pyruvate dehydrogenase E1 component,0.738700370046123,GO:0045250; GO:0042803; GO:0030976; GO:0000287; GO:0016491; GO:0003824; GO:0042802; GO:0004738; GO:0055114; GO:0046872; GO:0006096; GO:0005515; GO:0004739,6662.487526296231,1.102301099239682,li_2014,Li et al. 2014,MG1655
0,aceF,MOPS complete,60155.0,6.6001681007999995,metabolism,energy production and conversion,C,b0115,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",1.934364224818452,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,66200.06149771149,7.263428379489546,li_2014,Li et al. 2014,MG1655
0,aceF,MOPS complete without methionine,28493.0,3.12623372448,metabolism,energy production and conversion,C,b0115,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",1.5693898427772346,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,34844.57769887346,3.8231247645906685,li_2014,Li et al. 2014,MG1655
0,aceF,MOPS minimal,5226.0,0.57339337536,metabolism,energy production and conversion,C,b0115,"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit""",0.738700370046123,GO:0030523; GO:0016407; GO:0016746; GO:0016740; GO:0006090; GO:0006086; GO:0045254; GO:0031405; GO:0006096; GO:0005737; GO:0005515; GO:0004742,5965.077918866558,0.6544845316081708,li_2014,Li et al. 2014,MG1655
0,aceK,MOPS complete,9.0,0.00101142306,cellular processes and signaling,signal transduction mechanisms,T,b4016,isocitrate dehydrogenase kinase/phosphatase,1.934364224818452,GO:0016788; GO:0005515; GO:0070262; GO:0005829; GO:0016791; GO:0016787; GO:0016740; GO:0016310; GO:0016301; GO:0004721; GO:0000166; GO:0006006; GO:0016208; GO:0018105; GO:0004722; GO:0004674; GO:0050790; GO:0006099; GO:0005737; GO:0005524; GO:0008772; GO:0006097,9.904422799092401,0.0011130624016657557,li_2014,Li et al. 2014,MG1655
0,aceK,MOPS minimal,71.0,0.00797900414,cellular processes and signaling,signal transduction mechanisms,T,b4016,isocitrate dehydrogenase kinase/phosphatase,0.738700370046123,GO:0016788; GO:0005515; GO:0070262; GO:0005829; GO:0016791; GO:0016787; GO:0016740; GO:0016310; GO:0016301; GO:0004721; GO:0000166; GO:0006006; GO:0016208; GO:0018105; GO:0004722; GO:0004674; GO:0050790; GO:0006099; GO:0005737; GO:0005524; GO:0008772; GO:0006097,81.04105094518287,0.009107420859176972,li_2014,Li et al. 2014,MG1655
0,ackA,MOPS complete,35607.0,2.5587688698,metabolism,energy production and conversion,C,b2296,acetate kinase,1.934364224818452,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,39185.1980674759,2.8159031924061133,li_2014,Li et al. 2014,MG1655
0,ackA,MOPS complete without methionine,15918.0,1.1438897652000002,metabolism,energy production and conversion,C,b2296,acetate kinase,1.5693898427772346,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,19466.39482717396,1.3988823852334793,li_2014,Li et al. 2014,MG1655
0,ackA,MOPS minimal,1197.0,0.08601809580000001,metabolism,energy production and conversion,C,b2296,acetate kinase,0.738700370046123,GO:0000287; GO:0044011; GO:0006083; GO:0046872; GO:0016774; GO:0016740; GO:0016301; GO:0006082; GO:0005737; GO:0019542; GO:0019413; GO:0006085; GO:0008270; GO:0005524; GO:0000166; GO:0005829; GO:0016310; GO:0008776,1366.2836335406182,0.0981830547033158,li_2014,Li et al. 2014,MG1655
0,acnA,MOPS complete,238.0,0.038590229159999996,metabolism,energy production and conversion,C,b1276,aconitate hydratase 1,1.934364224818452,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,261.91695846488795,0.04246821616827826,li_2014,Li et al. 2014,MG1655
0,acnA,MOPS complete without methionine,186.0,0.030158750519999996,metabolism,energy production and conversion,C,b1276,aconitate hydratase 1,1.5693898427772346,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,227.4625856171854,0.03688165253904749,li_2014,Li et al. 2014,MG1655
0,acnA,MOPS minimal,862.0,0.13976797283999998,metabolism,energy production and conversion,C,b1276,aconitate hydratase 1,0.738700370046123,GO:0047780; GO:0006101; GO:0003723; GO:0005829; GO:0051536; GO:0016829; GO:0003729; GO:0006097; GO:0009061; GO:0005737; GO:0003730; GO:0051539; GO:0046872; GO:0005506; GO:0003994; GO:0006979; GO:0006099,983.906843869685,0.15953441418917427,li_2014,Li et al. 2014,MG1655
0,acnB,MOPS complete,7764.0,1.20502466352,metabolism,energy production and conversion,C,b0118,AcnB,1.934364224818452,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,8544.215401350379,1.3261193056484597,li_2014,Li et al. 2014,MG1655
0,acnB,MOPS complete without methionine,6068.0,0.9417941342399999,metabolism,energy production and conversion,C,b0118,AcnB,1.5693898427772346,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,7420.66112647893,1.1517361768458547,li_2014,Li et al. 2014,MG1655
0,acnB,MOPS minimal,7660.0,1.1888831688,metabolism,energy production and conversion,C,b0118,AcnB,0.738700370046123,GO:0047780; GO:0003723; GO:0051536; GO:0016829; GO:0005829; GO:0003730; GO:0006417; GO:0003729; GO:0006097; GO:0019629; GO:0051539; GO:0046872; GO:0005515; GO:0003994; GO:0047456; GO:0006099,8743.302116057757,1.3570188936702992,li_2014,Li et al. 2014,MG1655
0,acpH,MOPS complete,190.0,0.0072418994000000006,metabolism,lipid transport and metabolism,I,b0404,EG11095-MONOMER,1.934364224818452,GO:0005829; GO:0016787; GO:0006631; GO:0006629; GO:0006633; GO:0008770,209.0933702030618,0.007969648169565954,li_2014,Li et al. 2014,MG1655
0,acpH,MOPS complete without methionine,133.0,0.00506932958,metabolism,lipid transport and metabolism,I,b0404,EG11095-MONOMER,1.5693898427772346,GO:0005829; GO:0016787; GO:0006631; GO:0006629; GO:0006633; GO:0008770,162.6479778875573,0.006199369965658497,li_2014,Li et al. 2014,MG1655
0,acpH,MOPS minimal,126.0,0.0048025227600000005,metabolism,lipid transport and metabolism,I,b0404,EG11095-MONOMER,0.738700370046123,GO:0005829; GO:0016787; GO:0006631; GO:0006629; GO:0006633; GO:0008770,143.81932984638087,0.005481711150120567,li_2014,Li et al. 2014,MG1655
0,acpP,MOPS complete,357865.0,5.132348918329501,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",1.934364224818452,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,393827.3627774669,5.648105959955548,li_2014,Li et al. 2014,MG1655
0,acpP,MOPS complete without methionine,214887.0,3.0818187361521003,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",1.5693898427772346,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,262788.99266408663,3.7688089146701245,li_2014,Li et al. 2014,MG1655
0,acpP,MOPS minimal,85961.0,1.2328164122463001,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,b1094,"octanoyl-ACP // ""lipoyl-ACP"" // ""cis-&Delta;5-dodecenoyl-ACP"" // ""trans-&Delta;2-cis-&Delta;5-dodecenoyl-ACP"" // ""succinyl-ACP"" // ""cis-&Delta;3-decenoyl-ACP"" // ""3-oxo-cis-&Delta;5-dodecenoyl-ACP"" // ""(3R)-hydroxy cis &Delta;5-dodecenoyl-ACP"" // ""(3R)-3-hydroxypalmitoyl-ACP"" // ""(3R)-3-hydroxybutanoyl-ACP"" // ""trans oct-2-enoyl-ACP"" // ""trans-but-2-enoyl-ACP"" // ""(3R)-3-hydroxyoctanoyl-ACP"" // ""trans-hexadec-2-enoyl-ACP"" // ""holo-[acyl-carrier protein]"" // ""acyl carrier protein""",0.738700370046123,GO:0008289; GO:0008610; GO:0006631; GO:0006629; GO:0005829; GO:0005515; GO:0042493; GO:0031177; GO:0009245; GO:0006633; GO:0005737; GO:0000036; GO:0000035,98117.88422956147,1.4071653193085911,li_2014,Li et al. 2014,MG1655
0,acpS,MOPS complete,372.0,0.008677391040000001,metabolism,lipid transport and metabolism,I,b2563,holo-[acyl-carrier-protein] synthase,1.934364224818452,GO:0005829; GO:0006631; GO:0006629; GO:0000287; GO:0018070; GO:0046872; GO:0016740; GO:0006633; GO:0008897; GO:0005737,409.3828090291526,0.009549394405912903,li_2014,Li et al. 2014,MG1655
0,acpS,MOPS minimal,142.0,0.0033123374400000002,metabolism,lipid transport and metabolism,I,b2563,holo-[acyl-carrier-protein] synthase,0.738700370046123,GO:0005829; GO:0006631; GO:0006629; GO:0000287; GO:0018070; GO:0046872; GO:0016740; GO:0006633; GO:0008897; GO:0005737,162.08210189036575,0.0037807789749672764,li_2014,Li et al. 2014,MG1655
0,acpT,MOPS complete,474.0,0.017127933119999997,metabolism,coenzyme transport and metabolism,H,b3475,holo-[acyl carrier protein] synthase 2,1.934364224818452,GO:0005829; GO:0016740; GO:0000287; GO:0018070; GO:0006633; GO:0008897,521.6329340855332,0.018849143477228648,li_2014,Li et al. 2014,MG1655
0,acpT,MOPS complete without methionine,199.0,0.007190841119999999,metabolism,coenzyme transport and metabolism,H,b3475,holo-[acyl carrier protein] synthase 2,1.5693898427772346,GO:0005829; GO:0016740; GO:0000287; GO:0018070; GO:0006633; GO:0008897,243.36050826784887,0.008793802762997726,li_2014,Li et al. 2014,MG1655
